['Anouk', 0, u'359.0', u'599.0', u'573']
['Anouk', 1, u'629.0', u'759.0', u'433']
['Anouk', 2, u'769.0', u'1139.0', u'394']
['Anouk', 3, u'1149.0', u'2999.0', u'156']
['Shree', 0, u'399.0', u'584.0', u'393']
['Shree', 1, u'599.0', u'839.0', u'321']
['Shree', 2, u'849.0', u'1079.0', u'326']
['Shree', 3, u'1119.0', u'2699.0', u'246']
['Vishudh', 0, u'404.0', u'539.0', u'197']
['Vishudh', 1, u'560.0', u'629.0', u'175']
['Vishudh', 2, u'652.0', u'832.0', u'190']
['Vishudh', 3, u'839.0', u'1732.0', u'134']
['Nayo', 0, u'509.0', u'909.0', u'220']
['Nayo', 1, u'934.0', u'1189.0', u'207']
['Nayo', 2, u'1199.0', u'1624.0', u'236']
['Nayo', 3, u'1649.0', u'5999.0', u'65']
['Libas', 0, u'449.0', u'649.0', u'129']
['Libas', 1, u'659.0', u'779.0', u'121']
['Libas', 2, u'799.0', u'909.0', u'115']
['Libas', 3, u'944.0', u'1559.0', u'87']
['W', 0, u'454.0', u'849.0', u'170']
['W', 1, u'854.0', u'1329.0', u'149']
['W', 2, u'1349.0', u'1799.0', u'156']
['W', 3, u'1814.0', u'6999.0', u'116']
['IMARA', 0, u'449.0', u'699.0', u'149']
['IMARA', 1, u'719.0', u'839.0', u'158']
['IMARA', 2, u'849.0', u'1299.0', u'153']
['IMARA', 3, u'1359.0', u'3299.0', u'132']
['Biba', 0, u'349.0', u'759.0', u'125']
['Biba', 1, u'769.0', u'1039.0', u'124']
['Biba', 2, u'1049.0', u'1499.0', u'128']
['Biba', 3, u'1539.0', u'3995.0', u'118']
['AKS', 0, u'439.0', u'629.0', u'132']
['AKS', 1, u'649.0', u'749.0', u'184']
['AKS', 2, u'759.0', u'854.0', u'127']
['AKS', 3, u'879.0', u'1999.0', u'65']
['Soch', 0, u'349.0', u'698.0', u'167']
['Soch', 1, u'718.0', u'898.0', u'138']
['Soch', 2, u'933.0', u'1298.0', u'131']
['Soch', 3, u'1349.0', u'2998.0', u'59']
['AURELIA', 0, u'349.0', u'584.0', u'124']
['AURELIA', 1, u'599.0', u'769.0', u'145']
['AURELIA', 2, u'779.0', u'1049.0', u'137']
['AURELIA', 3, u'1099.0', u'1819.0', u'80']
